,sample,wc,vm,fc,ac,c,h,o,n,s,cl,hc,oc,lhv,temperature,residence_time,pressure,heat_rate,fuel_type,fuel_category,devol_yield
793,digestate_pp_241,5.1,75.35,7.7,11.85,61.534,9.5925,10.6,1.218,0.14650000000000002,0.0035,1.75,0.2,30.682,1000,10.0,1.0,1000,Digestate_PP,Co-Pyro,71.30774236
794,digestate_pp_242,5.303999999999999,74.364,8.008000000000001,12.324,60.57264,9.4008,11.024,1.26528,0.14864,0.00336,1.74,0.20800000000000002,30.056919999999998,1000,10.0,1.0,1000,Digestate_PP,Co-Pyro,70.72158365
796,digestate_pp_244,5.202,74.857,7.854,12.087,61.05332,9.496649999999999,10.812,1.24164,0.14757,0.00343,1.745,0.20400000000000001,30.369459999999997,1000,10.0,1.0,1000,Digestate_PP,Co-Pyro,72.18298015
1040,dgst_car_61,5.54410597907,59.91938882203999,15.066336150649999,19.47016904824,50.81922981531366,6.993433738518275,14.921623209189473,1.868034558838249,0.3834036518569991,0.0,1.6108859321260065,0.2490943143905616,22.813515412381033,1000,0.5,1.0,1000,Digestate_SCP,Co-Pyro,37.56805808
1041,dgst_car_62,5.5910515825400005,59.82642928087999,15.0697004993,19.51281863728,50.68493138012062,6.971317240577536,14.984928384507398,1.873398391981413,0.38155438400933694,0.0,1.6097678639361837,0.25061590368064046,22.73927815977136,1000,0.5,1.0,1000,Digestate_SCP,Co-Pyro,39.82855259
1142,dgst_car_153,7.92492652279,55.20499665388,15.236957248050002,21.63311957528,44.008358298849764,5.871807670038787,18.132110470622198,2.1400584161626446,0.2896190467582786,0.0,1.55418371682034,0.3262608810795813,19.04861384422079,1000,0.5,1.0,1000,Digestate_SCP,Co-Pyro,49.19441461
1143,dgst_car_154,7.898256731989999,55.25780695628,15.235045962050002,21.60889034968,44.08465322119866,5.8843720494419625,18.096146809331415,2.1370112233002567,0.2906696155652561,0.0,1.5548188912034273,0.32539646641557857,19.090788017100092,1000,0.5,1.0,1000,Digestate_SCP,Co-Pyro,44.23420207
1145,dgst_car_221,7.969622448809999,55.11649182132,15.24016037395,21.67372535592,43.880495570919855,5.850751015470219,18.19238200242818,2.1451652093792593,0.28785839756430043,0.0,1.5531192275092254,0.32770955438049315,18.977934110543707,1000,0.5,1.0,1000,Digestate_SCP,Co-Pyro,42.17228464
1037,dgst_car_65,5.6800664491,59.6501661052,15.0760797345,19.5936877112,50.43028437583695,6.9293815327060315,15.104963090996652,1.8835689054309623,0.37804793572609047,0.0,1.6076478636940805,0.2535010315223146,22.598514836981114,1000,1.0,1.0,1000,Digestate_SCP,Co-Pyro,52.33449477
1139,dgst_car_156,7.94078379426,55.173596808720006,15.2380936567,21.647525740320003,43.962995014805216,5.8643371661813575,18.15349367322846,2.1418702100684426,0.28899440163469714,0.0,1.5538060560918052,0.32677484304098287,19.023538007916535,1000,1.0,1.0,1000,Digestate_SCP,Co-Pyro,53.5412844
1141,dgst_car_158,7.94593482866,55.16339696551999,15.2384628047,21.65220540112,43.94825932480631,5.861910467336745,18.16043973657961,2.142458748440389,0.2887914935539818,0.0,1.5536833777730354,0.32694179709411114,19.01539243913716,1000,1.0,1.0,1000,Digestate_SCP,Co-Pyro,53.96711937
1032,dgst_car_69,5.75862580967,59.49460644524,15.08170967765,19.66505806744,50.2055476930705,6.892371508170241,15.21089876390638,1.8925448109638503,0.3749533477583835,0.0,1.6057768743878662,0.25604727808947486,22.474285289070068,1000,1.5,1.0,1000,Digestate_SCP,Co-Pyro,60.64735945
1136,dgst_car_159,7.883238970649999,55.287544441799994,15.23396971675,21.595246870799997,44.12761489809675,5.8914470524923095,18.075895668772134,2.1352953487548776,0.29126119094478387,0.0,1.5551765579495227,0.3249097144489006,19.11453629723332,1000,1.5,1.0,1000,Digestate_SCP,Co-Pyro,60.47186933
1137,dgst_car_160,7.866006587409999,55.32166722052,15.23273476095,21.57959143112,44.17691199798935,5.899565383928501,18.052658156385036,2.133326439602022,0.2919400040797495,0.0,1.5555869686826131,0.32435118270487323,19.14178666133764,1000,1.5,1.0,1000,Digestate_SCP,Co-Pyro,62.94691224
1138,dgst_car_161,7.895425114269999,55.26341399644,15.234843034650002,21.60631785464,44.09275369921475,5.885706050133068,18.09232843140147,2.1366876930044962,0.29078115784439224,0.0,1.5548863297166098,0.3253046887222935,19.095265785079103,1000,1.5,1.0,1000,Digestate_SCP,Co-Pyro,58.33962264
1028,dgst_car_73,5.72610253111,59.55900755692,15.07937890245,19.635511009520002,50.29858783091315,6.907693518542479,15.167041795437115,1.8888288199749184,0.3762344954888628,0.0,1.6065514568939772,0.2549931416277555,22.525715852694546,1000,2.0,1.0,1000,Digestate_SCP,Co-Pyro,66.3585209
1031,dgst_car_246,5.6816117231400005,59.647106224080005,15.076190476300003,19.59509157648,50.42586377262435,6.928653540144483,15.10704686107917,1.883745462797326,0.3779870647310073,0.0,1.6076110610625034,0.25355111656235474,22.596071223718535,1000,2.0,1.0,1000,Digestate_SCP,Co-Pyro,63.67791842
1133,dgst_car_162,7.93853058858,55.17805850376,15.237932181100001,21.64547872656,43.96944081536214,5.8653986717345585,18.150455271971335,2.141612767019223,0.2890831592714129,0.0,1.5538597189997185,0.32670181269569776,19.027101106202284,1000,2.0,1.0,1000,Digestate_SCP,Co-Pyro,62.6337145
1135,dgst_car_166,7.935515294289999,55.184029251880006,15.23771609055,21.64273936328,43.97806674143107,5.866819204117279,18.146389209985667,2.1412682505096114,0.2892019368857065,0.0,1.5539315319998592,0.3266040817228489,19.031869330431046,1000,2.0,1.0,1000,Digestate_SCP,Co-Pyro,64.48187477
1025,dgst_car_79,5.72342638226,59.56430674472001,15.079187116700002,19.63307975632,50.30624355533319,6.908954276444291,15.163433064062847,1.8885230529842598,0.37633991358252994,0.0,1.6066151927218133,0.2549064029530377,22.529947770563613,1000,5.0,1.0,1000,Digestate_SCP,Co-Pyro,63.18373072
1130,dgst_car_168,7.896838138639999,55.26061599008,15.234944298800002,21.60760157248,44.0887114258653,5.885040361585912,18.09423386553927,2.1368491400067215,0.2907254963906616,0.0,1.5548526767761262,0.3253504873187347,19.093031304332335,1000,5.0,1.0,1000,Digestate_SCP,Co-Pyro,61.53276564
1132,dgst_car_170,7.91231454267,55.22997032124,15.236053412650001,21.62166172344,44.04443769861473,5.877749287820542,18.115103476280055,2.1386174173902717,0.29011585428885334,0.0,1.5544840868814442,0.32585210469885917,19.068557751314778,1000,5.0,1.0,1000,Digestate_SCP,Co-Pyro,61.67883212
956,dgst_car_12,5.814442335709998,59.38408110812,15.08570975945,19.715766796719997,50.0458719928769,6.866075838459407,15.286166194835403,1.8989222033111641,0.3727546390541715,0.0,1.6044475340957207,0.2578563895281241,22.38602003658325,1000,10.0,1.0,1000,Digestate_SCP,Co-Pyro,65.7694962
958,dgst_car_15,5.6445193504499995,59.72055484740001,15.073532257750001,19.5613935444,50.53197482971296,6.9461280920424,15.057028563676756,1.8795074238056588,0.3794481969167498,0.0,1.6084944622529096,0.25234888775162523,22.65472710707595,1000,10.0,1.0,1000,Digestate_SCP,Co-Pyro,64.79972845
1047,dgst_car_86,5.604814201,59.799177172,15.070686795,19.525321832,50.64556032113492,6.964833546677973,15.003486990852734,1.8749708584868152,0.38101225086083057,0.0,1.6094400899856658,0.2510619742666871,22.717514695087424,1000,10.0,10.0,1000,Digestate_SCP,Co-Pyro,65.62609611
1048,dgst_car_87,5.6109761776,59.7869755072,15.071128392,19.5309199232,50.62793260407713,6.961930583829239,15.011796288851581,1.8756749034211952,0.3807695200327626,0.0,1.6092933348155616,0.251261694728397,22.70777047668109,1000,10.0,10.0,1000,Digestate_SCP,Co-Pyro,65.52706553
1049,dgst_car_88,5.679820262089999,59.650653593479994,15.07606209155,19.593464052879998,50.43098864903324,6.929497513630702,15.104631112905473,1.8835407770026098,0.37805763345470517,0.0,1.6076537269452538,0.25349305216982826,22.598904143878876,1000,10.0,10.0,1000,Digestate_SCP,Co-Pyro,62.83737024
1050,dgst_car_89,5.629314756179999,59.75066229096,15.072442623100002,19.547580329760002,50.57547098414009,6.953291113774075,15.036525482775573,1.8777702024122669,0.38004713196586953,0.0,1.60885657865862,0.25185608020222366,22.67877083475688,1000,10.0,20.0,1000,Digestate_SCP,Co-Pyro,66.90846287
1069,dgst_car_176,7.952060389209999,55.15126741012,15.23890179195,21.65777040872,43.93073578403276,5.8590246604181795,18.168699928288213,2.1431586326099374,0.2885501972165886,0.0,1.5535374898966519,0.327140337247814,19.00570580711385,1000,10.0,1.0,1000,Digestate_SCP,Co-Pyro,63.72869061
1071,dgst_car_288,7.905180724639999,55.24409638208,15.235542168799999,21.615180724480002,44.064845586203035,5.881110093947381,18.105483670213147,2.137802333404589,0.2903968676178732,0.0,1.5546539876692023,0.3256208851530554,19.079838787493234,1000,10.0,1.0,1000,Digestate_SCP,Co-Pyro,66.99438202
1497,htc_65,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,0.5,1.0,1000,HTC-MSW,Mix,53.88513514
1498,htc_67,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,0.5,1.0,1000,HTC-MSW,Mix,59.80784628
1458,htc_140,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,1.0,1.0,1000,HTC-MSW,Mix,54.62962963
1501,htc_71,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,1.0,1.0,1000,HTC-MSW,Mix,55.04686373
1503,htc_140,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,1.0,1.0,1000,HTC-MSW,Mix,54.62962963
1555,htc_140,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,1.0,1.0,1000,HTC-MSW,Mix,54.62962963
1504,htc_73,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,2.0,1.0,1000,HTC-MSW,Mix,60.13704152
1505,htc_74,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,2.0,1.0,1000,HTC-MSW,Mix,56.47442873
1507,htc_76,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,5.0,1.0,1000,HTC-MSW,Mix,58.69659042
1508,htc_77,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,5.0,1.0,1000,HTC-MSW,Mix,60.07874016
1456,htc_20,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,10.0,1.0,1000,HTC-MSW,Mix,63.14237574
1510,htc_79,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,10.0,1.0,1000,HTC-MSW,Mix,59.30279692
1512,htc_81,7.345,48.24,6.9,37.52,33.085,3.265,16.6,1.877,0.342,0.0,1.2,0.4,13.528,1000,10.0,1.0,1000,HTC-MSW,Mix,59.58405546
1624,hc_17,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,1000,1.0,1.0,1000,Hemicellulose,Biomass,85.76335878
1626,hc_19,5.2,91.73567443,3.064325572,0.0,39.46536064,5.214475632,54.93683904,0.309855118,0.073469572,0.0,1.585534924,1.044020088,16.166,1000,1.0,1.0,1000,Hemicellulose,Biomass,85.51532033
1672,lig_19,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,1000,1.0,1.0,1000,Lignin,Biomass,70.69767442
1673,lig_20,5.81,57.23263005,35.24991547,1.707454472,58.40088272,4.410370827,35.92947522,0.889846176,0.369425058,0.0,0.906226883,0.461416081,26.10225,1000,1.0,1.0,1000,Lignin,Biomass,70.8
44,brown_coal_52,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,0.5,1.0,1000,Lignite,Coal,18.59631148
46,brown_coal_54,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,0.5,1.0,1000,Lignite,Coal,19.79015919
1825,_bks_26,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,0.5,1.0,1000,Lignite,Coal,17.30713072
49,brown_coal_57,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.0,1.0,1000,Lignite,Coal,36.06340819
61,brown_coal_71,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.0,1.0,1000,Lignite,Coal,33.92388451
153,brown_coal_174,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.0,1.0,1000,Lignite,Coal,44.28857715
216,brown_coal_250,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.0,1.0,1000,Lignite,Coal,35.61964147
1826,_bks_27,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.0,1.0,1000,Lignite,Coal,33.45812479
1827,_bks_28,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,1.5,1.0,1000,Lignite,Coal,48.37474458
51,brown_coal_59,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,2.0,1.0,1000,Lignite,Coal,39.06097163
52,brown_coal_60,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,2.0,1.0,1000,Lignite,Coal,37.53518924
54,brown_coal_62,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,5.0,1.0,1000,Lignite,Coal,44.11016949
55,brown_coal_64,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,5.0,1.0,1000,Lignite,Coal,45.58823529
66,brown_coal_78,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,5.0,1.0,1000,Lignite,Coal,45.59173948
1383,bcoal_6,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,60.7195301
1384,bcoal_7,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,64.56211813
1385,bcoal_8,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,64.08450704
1386,bcoal_9,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,59.82547993
1388,bcoal_11,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,100,Lignite,Coal,64.79514416
1391,bcoal_14,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,500,Lignite,Coal,56.0666138
1393,bcoal_16,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,500,Lignite,Coal,61.1492817
1394,bcoal_17,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,500,Lignite,Coal,61.79867987
1396,bcoal_19,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,63.5451505
1397,bcoal_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,55.15813253
1398,bcoal_21,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,62.89782245
1780,bks_8,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,10,Lignite,Coal,55.59964727
1781,bks_10,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,10,Lignite,Coal,64.49953227
1783,bks_12,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,56.59640906
1785,bks_20,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,64.14656772
1786,bks_24,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,100,Lignite,Coal,64.55813953
1787,bks_26,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,100,Lignite,Coal,55.89225589
1788,bks_28,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,100,Lignite,Coal,61.35607321
1791,bks_35,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,59.78647687
1792,bks_51,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,55.7486631
1793,bks_53,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,56.41821946
1794,bks_55,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,1000,Lignite,Coal,57.7540107
1830,_bks_33,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,10,Lignite,Coal,55.18449811
1831,_bks_34,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,50,Lignite,Coal,58.12510681
1832,_bks_35,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,100,Lignite,Coal,58.62416455
1833,_bks_36,10.8,44.2,40.9,4.2,63.4,3.9,16.2,0.9,0.6,0.0,0.7,0.2,20.13,1000,10.0,1.0,500,Lignite,Coal,59.78647687
1947,_ebs1_32,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.0,1000,RDF1,Plastic,83.43727614
1948,_ebs1_33,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.5,1000,RDF1,Plastic,88.94762747
1949,_ebs1_34,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,2.0,1000,RDF1,Plastic,90.35890281
1953,_ebs1_40,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,10.0,50,RDF1,Plastic,86.07519795
1954,_ebs1_41,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,10.0,100,RDF1,Plastic,86.09618726
1955,_ebs1_42,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,10.0,500,RDF1,Plastic,85.57756263
1729,ebs1_5,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,10,RDF1,Plastic,75.82012532
1731,ebs1_12,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,10,RDF1,Plastic,72.38520408
1733,ebs1_15,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,50,RDF1,Plastic,71.5679677
1735,ebs1_17,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,100,RDF1,Plastic,71.84434271
1737,ebs1_20,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,100,RDF1,Plastic,75.21974307
1739,ebs1_22,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,500,RDF1,Plastic,71.9356019
1743,ebs1_27,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,1000,RDF1,Plastic,69.02465166
1744,ebs1_29,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,10,RDF1,Plastic,73.7874465
1745,ebs1_30,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,50,RDF1,Plastic,71.36283186
1746,ebs1_31,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,50,RDF1,Plastic,75.2060666
1748,ebs1_35,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,1000,RDF1,Plastic,74.27976397
1749,ebs1_36,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,10.0,1.0,1000,RDF1,Plastic,68.50108617
300,refuse_derived_24,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,0.5,1.0,1000,RDF2,Mix,37.88575181
302,refuse_derived_26,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,0.5,1.0,1000,RDF2,Mix,36.2804878
357,refuse_derived_119,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.0,1000,RDF2,Mix,79.85468956
372,refuse_derived_141,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.0,1000,RDF2,Mix,74.01753816
392,refuse_derived_192,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.0,1000,RDF2,Mix,70.05503399
393,refuse_derived_193,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.0,1.0,1000,RDF2,Mix,72.09672288
311,refuse_derived_39,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.5,1.0,1000,RDF2,Mix,73.91608392
360,refuse_derived_125,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.5,1.0,1000,RDF2,Mix,76.61050545
373,refuse_derived_143,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,1.5,1.0,1000,RDF2,Mix,78.90493786
320,refuse_derived_49,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,2.0,1.0,1000,RDF2,Mix,78.08683853
362,refuse_derived_128,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,2.0,1.0,1000,RDF2,Mix,76.14346825
337,refuse_derived_77,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,5.0,1.0,1000,RDF2,Mix,80.04477135
339,refuse_derived_82,5.4,72.7,8.2,13.6,56.8,9.8,11.8,2.0,0.5,1.8,2.1,0.2,27.889065000000002,1000,5.0,1.0,1000,RDF2,Mix,80.68965517
1700,ebs2_2,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,10,RDF2,Mix,76.58227848
1701,ebs2_3,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,10,RDF2,Mix,73.35271318
1702,ebs2_4,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,10,RDF2,Mix,73.8451529
1703,ebs2_6,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,50,RDF2,Mix,72.4038807
1705,ebs2_8,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,50,RDF2,Mix,71.68531706
1706,ebs2_9,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,100,RDF2,Mix,76.83997299
1709,ebs2_19,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,500,RDF2,Mix,77.31748727
1710,ebs2_21,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,500,RDF2,Mix,74.59926017
1711,ebs2_23,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,500,RDF2,Mix,77.02060222
1712,ebs2_30,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,1000,RDF2,Mix,76.66974454
1713,ebs2_33,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,1000,RDF2,Mix,72.74241919
1714,ebs2_34,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,1000,RDF2,Mix,74.87615004
1719,ebs2_48,3.7,68.7,11.6,16.0,54.0,6.5,17.9,1.3,0.7,0.0,1.4,0.2,20.2995,1000,10.0,1.0,1000,RDF2,Mix,74.55974843
1961,gm_5,2.6,58.9,27.6,10.9,82.3,7.0,7.0,1.7,2.5,0.1,1.0,0.0,35.8,1000,1.0,10.0,1000,Rubber,Plastic,69.26009605
